B,L,D,C1 Load,R1 Resistance,C2 Load,R2 Resistance,Volume,Price
0.93,0.93,3.8,608.57397,773.0093664,473.4622,570.9302332,0.43245,49731.75
0.93,0.93,3.85,609.741585,783.2447612,474.3271,578.4883437,0.43245,49731.75
0.93,0.93,3.9,610.9092,793.4801559,475.192,586.0464542,0.43245,49731.75
0.93,0.93,3.95,612.076815,803.7155506,476.0569,593.6045647,0.43245,49731.75
0.93,0.93,4,613.24443,813.9509453,476.9218,601.1626752,0.43245,49731.75
0.87,1,3.8,609.111,762.1528246,473.86,563.2863033,0.435,50025
0.87,1,3.85,610.2855,772.2443491,474.73,570.7431065,0.435,50025
0.87,1,3.9,611.46,782.3358737,475.6,578.1999098,0.435,50025
0.87,1,3.95,612.6345,792.4273982,476.47,585.656713,0.435,50025
0.87,1,4,613.809,802.5189227,477.34,593.1135162,0.435,50025
0.88,0.99,3.8,609.23736,765.4469014,473.9536,565.6652724,0.4356,50094
0.88,0.99,3.85,610.41348,775.5820598,474.8248,573.1535856,0.4356,50094
0.88,0.99,3.9,611.5896,785.7172183,475.696,580.6418988,0.4356,50094
0.88,0.99,3.95,612.76572,795.8523768,476.5672,588.130212,0.4356,50094
0.88,0.99,4,613.94184,805.9875352,477.4384,595.6185252,0.4356,50094
0.89,0.98,3.8,609.34266,768.616744,474.0316,567.95116,0.4361,50151.5
0.89,0.98,3.85,610.52013,778.7938919,474.9038,575.4697513,0.4361,50151.5
0.89,0.98,3.9,611.6976,788.9710397,475.776,582.9883426,0.4361,50151.5
0.89,0.98,3.95,612.87507,799.1481875,476.6482,590.506934,0.4361,50151.5
0.89,0.98,4,614.05254,809.3253354,477.5204,598.0255253,0.4361,50151.5
0.9,0.97,3.8,609.4269,771.6623526,474.094,570.1439661,0.4365,50197.5
0.9,0.97,3.85,610.60545,781.8798452,474.967,577.6916037,0.4365,50197.5
0.9,0.97,3.9,611.784,792.0973379,475.84,585.2392413,0.4365,50197.5
0.9,0.97,3.95,612.96255,802.3148305,476.713,592.7868789,0.4365,50197.5
0.9,0.97,4,614.1411,812.5323232,477.586,600.3345165,0.4365,50197.5
0.91,0.96,3.8,609.49008,774.5837271,474.1408,572.2436908,0.4368,50232
0.91,0.96,3.85,610.66944,784.83992,475.0144,579.8191428,0.4368,50232
0.91,0.96,3.9,611.8488,795.0961128,475.888,587.3945949,0.4368,50232
0.91,0.96,3.95,613.02816,805.3523057,476.7616,594.970047,0.4368,50232
0.91,0.96,4,614.20752,815.6084986,477.6352,602.545499,0.4368,50232
0.92,0.95,3.8,609.5322,777.3808674,474.172,574.2503339,0.437,50255
0.92,0.95,3.85,610.7121,787.674116,475.046,581.8523686,0.437,50255
0.92,0.95,3.9,611.892,797.9673646,475.92,589.4544033,0.437,50255
0.92,0.95,3.95,613.0719,808.2606132,476.794,597.056438,0.437,50255
0.92,0.95,4,614.2518,818.5538618,477.668,604.6584727,0.437,50255
0.93,0.94,3.8,609.55326,780.0537737,474.1876,576.1638955,0.4371,50266.5
0.93,0.94,3.85,610.73343,790.3824334,475.0618,583.791281,0.4371,50266.5
0.93,0.94,3.9,611.9136,800.7110931,475.936,591.4186665,0.4371,50266.5
0.93,0.94,3.95,613.09377,811.0397528,476.8102,599.046052,0.4371,50266.5
0.93,0.94,4,614.27394,821.3684125,477.6844,606.6734375,0.4371,50266.5
0.88,1,3.8,610.164,772.112577,474.64,570.617555,0.44,50600
0.88,1,3.85,611.352,782.3359862,475.52,578.1714187,0.44,50600
0.88,1,3.9,612.54,792.5593955,476.4,585.7252825,0.44,50600
0.88,1,3.95,613.728,802.7828047,477.28,593.2791462,0.44,50600
0.88,1,4,614.916,813.0062139,478.16,600.8330099,0.44,50600
0.89,0.99,3.8,610.27983,775.358166,474.7258,572.9597186,0.44055,50663.25
0.89,0.99,3.85,611.469315,785.6245674,475.6069,580.5446053,0.44055,50663.25
0.89,0.99,3.9,612.6588,795.8909689,476.488,588.1294921,0.44055,50663.25
0.89,0.99,3.95,613.848285,806.1573703,477.3691,595.7143788,0.44055,50663.25
0.89,0.99,4,615.03777,816.4237718,478.2502,603.2992655,0.44055,50663.25
0.9,0.98,3.8,610.3746,778.4795209,474.796,575.2088006,0.441,50715
0.9,0.98,3.85,611.5653,788.78727,475.678,582.8234786,0.441,50715
0.9,0.98,3.9,612.756,799.0950191,476.56,590.4381565,0.441,50715
0.9,0.98,3.95,613.9467,809.4027682,477.442,598.0528344,0.441,50715
0.9,0.98,4,615.1374,819.7105173,478.324,605.6675123,0.441,50715
0.91,0.97,3.8,610.44831,781.4766417,474.8506,577.3648012,0.44135,50755.25
0.91,0.97,3.85,611.639955,791.8240939,475.7333,585.0080385,0.44135,50755.25
0.91,0.97,3.9,612.8316,802.1715461,476.616,592.6512758,0.44135,50755.25
0.91,0.97,3.95,614.023245,812.5189983,477.4987,600.294513,0.44135,50755.25
0.91,0.97,4,615.21489,822.8664505,478.3814,607.9377503,0.44135,50755.25
0.92,0.96,3.8,610.50096,784.3495283,474.8896,579.4277202,0.4416,50784
0.92,0.96,3.85,611.69328,794.7350391,475.7728,587.0982851,0.4416,50784
0.92,0.96,3.9,612.8856,805.1205498,476.656,594.7688499,0.4416,50784
0.92,0.96,3.95,614.07792,815.5060606,477.5392,602.4394147,0.4416,50784
0.92,0.96,4,615.27024,825.8915713,478.4224,610.1099795,0.4416,50784
0.93,0.95,3.8,610.53255,787.0981809,474.913,581.3975578,0.44175,50801.25
0.93,0.95,3.85,611.725275,797.5201056,475.7965,589.0942183,0.44175,50801.25
0.93,0.95,3.9,612.918,807.9420303,476.68,596.7908788,0.44175,50801.25
0.93,0.95,3.95,614.110725,818.3639551,477.5635,604.4875393,0.44175,50801.25
0.93,0.95,4,615.30345,828.7858798,478.447,612.1841998,0.44175,50801.25
0.94,0.94,3.8,610.54308,789.7225994,474.9208,583.2743138,0.4418,50807
0.94,0.94,3.85,611.73594,800.1792935,475.8044,590.9958382,0.4418,50807
0.94,0.94,3.9,612.9288,810.6359877,476.688,598.7173626,0.4418,50807
0.94,0.94,3.95,614.12166,821.0926818,477.5716,606.438887,0.4418,50807
0.94,0.94,4,615.31452,831.5493759,478.4552,614.1604114,0.4418,50807
0.89,1,3.8,611.217,782.099588,475.42,577.9682771,0.445,51175
0.89,1,3.85,612.4185,792.455243,476.31,585.6194593,0.445,51175
0.89,1,3.9,613.62,802.8108981,477.2,593.2706415,0.445,51175
0.89,1,3.95,614.8215,813.1665531,478.09,600.9218237,0.445,51175
0.89,1,4,616.023,823.5222082,478.98,608.5730058,0.445,51175
0.9,0.99,3.8,611.3223,785.2966892,475.498,580.2736351,0.4455,51232.5
0.9,0.99,3.85,612.52515,795.6946947,476.389,587.9553534,0.4455,51232.5
0.9,0.99,3.9,613.728,806.0927003,477.28,595.6370716,0.4455,51232.5
0.9,0.99,3.95,614.93085,816.4907058,478.171,603.3187899,0.4455,51232.5
0.9,0.99,4,616.1337,826.8887114,479.062,611.0005081,0.4455,51232.5
0.91,0.98,3.8,611.40654,788.3695563,475.5604,582.4859116,0.4459,51278.5
0.91,0.98,3.85,612.61047,798.8082678,476.4522,590.1969341,0.4459,51278.5
0.91,0.98,3.9,613.8144,809.2469793,477.344,597.9079566,0.4459,51278.5
0.91,0.98,3.95,615.01833,819.6856908,478.2358,605.6189791,0.4459,51278.5
0.91,0.98,4,616.22226,830.1244023,479.1276,613.3300016,0.4459,51278.5
0.92,0.97,3.8,611.46972,791.3181892,475.6072,584.6051066,0.4462,51313
0.92,0.97,3.85,612.67446,801.7959621,476.4996,592.3442015,0.4462,51313
0.92,0.97,3.9,613.8792,812.273735,477.392,600.0832965,0.4462,51313
0.92,0.97,3.95,615.08394,822.7515079,478.2844,607.8223914,0.4462,51313
0.92,0.97,4,616.28868,833.2292808,479.1768,615.5614863,0.4462,51313
0.93,0.96,3.8,611.51184,794.1425881,475.6384,586.6312201,0.4464,51336
0.93,0.96,3.85,612.71712,804.6577779,476.5312,594.3971556,0.4464,51336
0.93,0.96,3.9,613.9224,815.1729676,477.424,602.1630911,0.4464,51336
0.93,0.96,3.95,615.12768,825.6881573,478.3168,609.9290266,0.4464,51336
0.93,0.96,4,616.33296,836.203347,479.2096,617.6949622,0.4464,51336
0.94,0.95,3.8,611.5329,796.8427529,475.654,588.5642521,0.4465,51347.5
0.94,0.95,3.85,612.73845,807.3937149,476.547,596.3557964,0.4465,51347.5
0.94,0.95,3.9,613.944,817.9446769,477.44,604.1473406,0.4465,51347.5
0.94,0.95,3.95,615.14955,828.4956389,478.333,611.9388849,0.4465,51347.5
0.94,0.95,4,616.3551,839.0466009,479.226,619.7304292,0.4465,51347.5
0.9,1,3.8,612.27,792.1138574,476.2,585.3384696,0.45,51750
0.9,1,3.85,613.485,802.6021195,477.1,593.0872282,0.45,51750
0.9,1,3.9,614.7,813.0903815,478,600.8359868,0.45,51750
0.9,1,3.95,615.915,823.5786435,478.9,608.5847454,0.45,51750
0.9,1,4,617.13,834.0669055,479.8,616.3335039,0.45,51750
0.91,0.99,3.8,612.36477,795.2624709,476.2702,587.607022,0.45045,51801.75
0.91,0.99,3.85,613.580985,805.7924417,477.1711,595.3858298,0.45045,51801.75
0.91,0.99,3.9,614.7972,816.3224125,478.072,603.1646375,0.45045,51801.75
0.91,0.99,3.95,616.013415,826.8523833,478.9729,610.9434452,0.45045,51801.75
0.91,0.99,4,617.22963,837.3823541,479.8738,618.7222529,0.45045,51801.75
0.92,0.98,3.8,612.43848,798.2868502,476.3248,589.782493,0.4508,51842
0.92,0.98,3.85,613.65564,808.8568852,477.2264,597.590118,0.4508,51842
0.92,0.98,3.9,614.8728,819.4269203,478.128,605.397743,0.4508,51842
0.92,0.98,3.95,616.08996,829.9969553,479.0296,613.2053681,0.4508,51842
0.92,0.98,4,617.30712,840.5669904,479.9312,621.0129931,0.4508,51842
0.93,0.97,3.8,612.49113,801.1869954,476.3638,591.8648824,0.45105,51870.75
0.93,0.97,3.85,613.708965,811.7954501,477.2659,599.7000929,0.45105,51870.75
0.93,0.97,3.9,614.9268,822.4039048,478.168,607.5353034,0.45105,51870.75
0.93,0.97,3.95,616.144635,833.0123596,479.0701,615.370514,0.45105,51870.75
0.93,0.97,4,617.36247,843.6208143,479.9722,623.2057245,0.45105,51870.75
0.94,0.96,3.8,612.52272,803.9629065,476.3872,593.8541903,0.4512,51888
0.94,0.96,3.85,613.74096,814.6081363,477.2896,601.7157545,0.4512,51888
0.94,0.96,3.9,614.9592,825.2533662,478.192,609.5773187,0.4512,51888
0.94,0.96,3.95,616.17744,835.898596,479.0944,617.4388829,0.4512,51888
0.94,0.96,4,617.39568,846.5438259,479.9968,625.300447,0.4512,51888
0.95,0.95,3.8,612.53325,806.6145834,476.395,595.7504167,0.45125,51893.75
0.95,0.95,3.85,613.751625,817.2949439,477.2975,603.6371028,0.45125,51893.75
0.95,0.95,3.9,614.97,827.9753043,478.2,611.5237888,0.45125,51893.75
0.95,0.95,3.95,616.188375,838.6556647,479.1025,619.4104748,0.45125,51893.75
0.95,0.95,4,617.40675,849.3360251,480.005,627.2971608,0.45125,51893.75
0.91,1,3.8,613.323,802.1553855,476.98,592.7281325,0.455,52325
0.91,1,3.85,614.5515,812.7766156,477.89,600.5747254,0.455,52325
0.91,1,3.9,615.78,823.3978457,478.8,608.4213184,0.455,52325
0.91,1,3.95,617.0085,834.0190758,479.71,616.2679113,0.455,52325
0.91,1,4,618.237,844.6403059,480.62,624.1145042,0.455,52325
0.92,0.99,3.8,613.40724,805.2555111,477.0424,594.9598793,0.4554,52371
0.92,0.99,3.85,614.63682,815.9178083,477.9532,602.8360345,0.4554,52371
0.92,0.99,3.9,615.8664,826.5801055,478.864,610.7121896,0.4554,52371
0.92,0.99,3.95,617.09598,837.2424027,479.7748,618.5883448,0.4554,52371
0.92,0.99,4,618.32556,847.9046999,480.6856,626.4644999,0.4554,52371
0.93,0.98,3.8,613.47042,808.2314026,477.0892,597.0985447,0.4557,52405.5
0.93,0.98,3.85,614.70081,818.9331223,478.0006,605.0030302,0.4557,52405.5
0.93,0.98,3.9,615.9312,829.6348421,478.912,612.9075158,0.4557,52405.5
0.93,0.98,3.95,617.16159,840.3365618,479.8234,620.8120013,0.4557,52405.5
0.93,0.98,4,618.39198,851.0382815,480.7348,628.7164868,0.4557,52405.5
0.94,0.97,3.8,613.51254,811.08306,477.1204,599.1441286,0.4559,52428.5
0.94,0.97,3.85,614.74347,821.8225577,478.0322,607.0757126,0.4559,52428.5
0.94,0.97,3.9,615.9744,832.5620554,478.944,615.0072967,0.4559,52428.5
0.94,0.97,3.95,617.20533,843.3015531,479.8558,622.9388808,0.4559,52428.5
0.94,0.97,4,618.43626,854.0410508,480.7676,630.8704649,0.4559,52428.5
0.95,0.96,3.8,613.5336,813.8104833,477.136,601.0966309,0.456,52440
0.95,0.96,3.85,614.7648,824.5861144,478.048,609.0540817,0.456,52440
0.95,0.96,3.9,615.996,835.3617455,478.96,617.0115325,0.456,52440
0.95,0.96,3.95,617.2272,846.1373767,479.872,624.9689833,0.456,52440
0.95,0.96,4,618.4584,856.9130078,480.784,632.9264341,0.456,52440
0.92,1,3.8,614.376,812.224172,477.76,600.1372657,0.46,52900
0.92,1,3.85,615.618,822.9787313,478.68,608.081951,0.46,52900
0.92,1,3.9,616.86,833.7332907,479.6,616.0266362,0.46,52900
0.92,1,3.95,618.102,844.4878501,480.52,623.9713215,0.46,52900
0.92,1,4,619.344,855.2424094,481.44,631.9160067,0.46,52900
0.93,0.99,3.8,614.44971,815.2758098,477.8146,602.332207,0.46035,52940.25
0.93,0.99,3.85,615.692655,826.0707946,478.7353,610.3059675,0.46035,52940.25
0.93,0.99,3.9,616.9356,836.8657793,479.656,618.2797281,0.46035,52940.25
0.93,0.99,3.95,618.178545,847.660764,480.5767,626.2534886,0.46035,52940.25
0.93,0.99,4,619.42149,858.4557488,481.4974,634.2272491,0.46035,52940.25
0.94,0.98,3.8,614.50236,818.2032135,477.8536,604.4340668,0.4606,52969
0.94,0.98,3.85,615.74598,829.0369791,478.7748,612.4356708,0.4606,52969
0.94,0.98,3.9,616.9896,839.8707447,479.696,620.4372748,0.4606,52969
0.94,0.98,3.95,618.23322,850.7045102,480.6172,628.4388787,0.4606,52969
0.94,0.98,4,619.47684,861.5382758,481.5384,636.4404827,0.4606,52969
0.95,0.97,3.8,614.53395,821.0063832,477.877,606.4428451,0.46075,52986.25
0.95,0.97,3.85,615.777975,831.877285,478.7985,614.4710607,0.46075,52986.25
0.95,0.97,3.9,617.022,842.7481868,479.72,622.4992763,0.46075,52986.25
0.95,0.97,3.95,618.266025,853.6190886,480.6415,630.5274919,0.46075,52986.25
0.95,0.97,4,619.51005,864.4899905,481.563,638.5557075,0.46075,52986.25
0.96,0.96,3.8,614.54448,823.6853187,477.8848,608.3585419,0.4608,52992
0.96,0.96,3.85,615.78864,834.5917122,478.8064,616.4121373,0.4608,52992
0.96,0.96,3.9,617.0328,845.4981057,479.728,624.4657327,0.4608,52992
0.96,0.96,3.95,618.27696,856.4044993,480.6496,632.519328,0.4608,52992
0.96,0.96,4,619.52112,867.3108928,481.5712,640.5729234,0.4608,52992
0.93,1,3.8,615.429,822.320217,478.54,607.5658693,0.465,53475
0.93,1,3.85,616.6845,833.2084668,479.47,615.6089048,0.465,53475
0.93,1,3.9,617.94,844.0967165,480.4,623.6519404,0.465,53475
0.93,1,3.95,619.1955,854.9849663,481.33,631.6949759,0.465,53475
0.93,1,4,620.451,865.873216,482.26,639.7380115,0.465,53475
0.94,0.99,3.8,615.49218,825.3233671,478.5868,609.7240051,0.4653,53509.5
0.94,0.99,3.85,616.74849,836.2514005,479.5174,617.7956289,0.4653,53509.5
0.94,0.99,3.9,618.0048,847.1794339,480.448,625.8672528,0.4653,53509.5
0.94,0.99,3.95,619.26111,858.1074673,481.3786,633.9388767,0.4653,53509.5
0.94,0.99,4,620.51742,869.0355008,482.3092,642.0105005,0.4653,53509.5
0.95,0.98,3.8,615.5343,828.202283,478.618,611.7890593,0.4655,53532.5
0.95,0.98,3.85,616.79115,839.1684555,479.549,619.8880397,0.4655,53532.5
0.95,0.98,3.9,618.048,850.1346281,480.48,627.9870201,0.4655,53532.5
0.95,0.98,3.95,619.30485,861.1008006,481.411,636.0860004,0.4655,53532.5
0.95,0.98,4,620.5617,872.0669731,482.342,644.1849808,0.4655,53532.5
0.96,0.97,3.8,615.55536,830.9569648,478.6336,613.761032,0.4656,53544
0.96,0.97,3.85,616.81248,841.9596319,479.5648,621.8861371,0.4656,53544
0.96,0.97,3.9,618.0696,852.962299,480.496,630.0112421,0.4656,53544
0.96,0.97,3.95,619.32672,863.9649661,481.4272,638.1363472,0.4656,53544
0.96,0.97,4,620.58384,874.9676332,482.3584,646.2614523,0.4656,53544
0.94,1,3.8,616.482,832.4435206,479.32,615.0139433,0.47,54050
0.94,1,3.85,617.751,843.4658219,480.26,623.1555871,0.47,54050
0.94,1,3.9,619.02,854.4881232,481.2,631.2972308,0.47,54050
0.94,1,3.95,620.289,865.5104244,482.14,639.4388746,0.47,54050
0.94,1,4,621.558,876.5327257,483.08,647.5805184,0.47,54050
0.95,0.99,3.8,616.53465,835.3981829,479.359,617.1352735,0.47025,54078.75
0.95,0.99,3.85,617.804325,846.4596261,480.2995,625.3050186,0.47025,54078.75
0.95,0.99,3.9,619.074,857.5210693,481.24,633.4747638,0.47025,54078.75
0.95,0.99,3.95,620.343675,868.5825126,482.1805,641.644509,0.47025,54078.75
0.95,0.99,4,621.61335,879.6439558,483.121,649.8142542,0.47025,54078.75
0.96,0.98,3.8,616.56624,838.228611,479.3824,619.1635222,0.4704,54096
0.96,0.98,3.85,617.83632,849.3275516,480.3232,627.3601369,0.4704,54096
0.96,0.98,3.9,619.1064,860.4264923,481.264,635.5567516,0.4704,54096
0.96,0.98,3.95,620.37648,871.5254329,482.2048,643.7533664,0.4704,54096
0.96,0.98,4,621.64656,882.6243736,483.1456,651.9499811,0.4704,54096
0.97,0.97,3.8,616.57677,840.9348051,479.3902,621.0986893,0.47045,54101.75
0.97,0.97,3.85,617.846985,852.0695985,480.3311,629.3209418,0.47045,54101.75
0.97,0.97,3.9,619.1172,863.204392,481.272,637.5431943,0.47045,54101.75
0.97,0.97,3.95,620.387415,874.3391855,482.2129,645.7654468,0.47045,54101.75
0.97,0.97,4,621.65763,885.473979,483.1538,653.9876993,0.47045,54101.75
0.95,1,3.8,617.535,842.5940827,480.1,622.4814877,0.475,54625
0.95,1,3.85,618.8175,853.7507967,481.05,630.7219976,0.475,54625
0.95,1,3.9,620.1,864.9075106,482,638.9625076,0.475,54625
0.95,1,3.95,621.3825,876.0642245,482.95,647.2030175,0.475,54625
0.95,1,4,622.665,887.2209385,483.9,655.4435275,0.475,54625
0.96,0.99,3.8,617.57712,845.5002572,480.1312,624.5660123,0.4752,54648
0.96,0.99,3.85,618.86016,856.6954714,481.0816,632.8341367,0.4752,54648
0.96,0.99,3.9,620.1432,867.8906856,482.032,641.1022611,0.4752,54648
0.96,0.99,3.95,621.42624,879.0858998,482.9824,649.3703855,0.4752,54648
0.96,0.99,4,622.70928,890.281114,483.9328,657.63851,0.4752,54648
0.97,0.98,3.8,617.59818,848.2821975,480.1468,626.5574554,0.4753,54659.5
0.97,0.98,3.85,618.88149,859.5142674,481.0974,634.8519624,0.4753,54659.5
0.97,0.98,3.9,620.1648,870.7463373,482.048,643.1464695,0.4753,54659.5
0.97,0.98,3.95,621.44811,881.9784072,482.9986,651.4409766,0.4753,54659.5
0.97,0.98,4,622.73142,893.2104771,483.9492,659.7354836,0.4753,54659.5
0.96,1,3.8,618.588,852.7719033,480.88,629.9685024,0.48,55200
0.96,1,3.85,619.884,864.0633911,481.84,638.3081365,0.48,55200
0.96,1,3.9,621.18,875.3548788,482.8,646.6477706,0.48,55200
0.96,1,3.95,622.476,886.6463666,483.76,654.9874047,0.48,55200
0.96,1,4,623.772,897.9378543,484.72,663.3270388,0.48,55200
0.97,0.99,3.8,618.61959,855.62959,480.9034,632.0162214,0.48015,55217.25
0.97,0.99,3.85,619.915995,866.9589363,481.8637,640.3829831,0.48015,55217.25
0.97,0.99,3.9,621.2124,878.2882826,482.824,648.7497447,0.48015,55217.25
0.97,0.99,3.95,622.508805,889.6176289,483.7843,657.1165063,0.48015,55217.25
0.97,0.99,4,623.80521,900.9469752,484.7446,665.483268,0.48015,55217.25
0.98,0.98,3.8,618.63012,858.3630426,480.9112,633.970859,0.4802,55223
0.98,0.98,3.85,619.92666,869.7286029,481.8716,642.3635163,0.4802,55223
0.98,0.98,3.9,621.2232,881.0941631,482.832,650.7561737,0.4802,55223
0.98,0.98,3.95,622.51974,892.4597234,483.7924,659.148831,0.4802,55223
0.98,0.98,4,623.81628,903.8252837,484.7528,667.5414883,0.4802,55223
0.97,1,3.8,619.641,862.9769825,481.66,637.4749875,0.485,55775
0.97,1,3.85,620.9505,874.4036052,482.63,645.9140037,0.485,55775
0.97,1,3.9,622.26,885.8302279,483.6,654.3530199,0.485,55775
0.97,1,3.95,623.5695,897.2568506,484.57,662.7920361,0.485,55775
0.97,1,4,624.879,908.6834733,485.54,671.2310523,0.485,55775
0.98,0.99,3.8,619.66206,865.7861814,481.6756,639.485901,0.4851,55786.5
0.98,0.99,3.85,620.97183,877.2500209,482.6458,647.9515578,0.4851,55786.5
0.98,0.99,3.9,622.2816,888.7138604,483.616,656.4172146,0.4851,55786.5
0.98,0.99,3.95,623.59137,900.1777,484.5862,664.8828714,0.4851,55786.5
0.98,0.99,4,624.90114,911.6415395,485.5564,673.3485282,0.4851,55786.5
0.98,1,3.8,620.694,873.2093202,482.44,645.000943,0.49,56350
0.98,1,3.85,622.017,884.771439,483.42,653.5395993,0.49,56350
0.98,1,3.9,623.34,896.3335577,484.4,662.0782555,0.49,56350
0.98,1,3.95,624.663,907.8956765,485.38,670.6169118,0.49,56350
0.98,1,4,625.986,919.4577953,486.36,679.1555681,0.49,56350
0.99,0.99,3.8,620.70453,875.9700313,482.4478,646.9750509,0.49005,56355.75
0.99,0.99,3.85,622.027665,887.5687252,483.4279,655.5398608,0.49005,56355.75
0.99,0.99,3.9,623.3508,899.1674191,484.408,664.1046708,0.49005,56355.75
0.99,0.99,3.95,624.673935,910.766113,485.3881,672.6694807,0.49005,56355.75
0.99,0.99,4,625.99707,922.3648069,486.3682,681.2342906,0.49005,56355.75
0.99,1,3.8,621.747,883.4689164,483.22,652.5463689,0.495,56925
0.99,1,3.85,623.0835,895.1668924,484.21,661.1849231,0.495,56925
0.99,1,3.9,624.42,906.8648684,485.2,669.8234774,0.495,56925
0.99,1,3.95,625.7565,918.5628444,486.19,678.4620317,0.495,56925
0.99,1,4,627.093,930.2608204,487.18,687.100586,0.495,56925
1,1,3.8,622.8,893.7557711,484,660.1112651,0.5,57500
1,1,3.85,624.15,905.5899655,485,668.8499754,0.5,57500
1,1,3.9,625.5,917.4241599,486,677.5886856,0.5,57500
1,1,3.95,626.85,929.2583542,487,686.3273959,0.5,57500
1,1,4,628.2,941.0925486,488,695.0661061,0.5,57500